0,324,270,108,252,90,36,360,246,84,30,354,12,336,282,120,244,82,28,352,10,334,280,118,4,328,274,112,256,94,40,364,728,
0,324,270,108,252,90,36,360,246,84,30,354,12,336,282,120,727,245,83,29,353,11,335,281,119,5,329,275,113,257,95,41,365,
0,324,270,108,252,90,36,360,249,87,33,357,15,339,285,123,244,82,28,352,10,334,280,118,7,331,277,115,259,97,43,367,725,
0,324,270,108,252,90,36,360,249,87,33,357,15,339,285,123,724,245,83,29,353,11,335,281,119,8,332,278,116,260,98,44,368,
0,324,270,108,261,99,45,369,246,84,30,354,21,345,291,129,244,82,28,352,19,343,289,127,4,328,274,112,265,103,49,373,719,
0,324,270,108,261,99,45,369,246,84,30,354,21,345,291,129,718,245,83,29,353,20,344,290,128,5,329,275,113,266,104,50,374,
0,324,270,108,261,99,45,369,249,87,33,357,24,348,294,132,244,82,28,352,19,343,289,127,7,331,277,115,268,106,52,376,716,
0,324,270,108,261,99,45,369,249,87,33,357,24,348,294,132,715,245,83,29,353,20,344,290,128,8,332,278,116,269,107,53,377,
0,324,297,135,252,90,63,387,246,84,57,381,12,336,309,147,244,82,55,379,10,334,307,145,4,328,301,139,256,94,67,391,701,
0,324,297,135,252,90,63,387,246,84,57,381,12,336,309,147,700,245,83,56,380,11,335,308,146,5,329,302,140,257,95,68,392,
0,324,297,135,252,90,63,387,249,87,60,384,15,339,312,150,244,82,55,379,10,334,307,145,7,331,304,142,259,97,70,394,698,
0,324,297,135,252,90,63,387,249,87,60,384,15,339,312,150,697,245,83,56,380,11,335,308,146,8,332,305,143,260,98,71,395,
0,324,297,135,261,99,72,396,246,84,57,381,21,345,318,156,244,82,55,379,19,343,316,154,4,328,301,139,265,103,76,400,692,
0,324,297,135,261,99,72,396,246,84,57,381,21,345,318,156,691,245,83,56,380,20,344,317,155,5,329,302,140,266,104,77,401,
0,324,297,135,261,99,72,396,249,87,60,384,24,348,321,159,244,82,55,379,19,343,316,154,7,331,304,142,268,106,79,403,689,
0,324,297,135,261,99,72,396,249,87,60,384,24,348,321,159,688,245,83,56,380,20,344,317,155,8,332,305,143,269,107,80,404,
0,567,513,108,495,90,36,603,489,84,30,597,12,579,525,120,487,82,28,595,10,577,523,118,4,571,517,112,499,94,40,607,485,
0,567,513,108,495,90,36,603,489,84,30,597,12,579,525,120,484,488,83,29,596,11,578,524,119,5,572,518,113,500,95,41,608,
0,567,513,108,495,90,36,603,492,87,33,600,15,582,528,123,487,82,28,595,10,577,523,118,7,574,520,115,502,97,43,610,482,
0,567,513,108,495,90,36,603,492,87,33,600,15,582,528,123,481,488,83,29,596,11,578,524,119,8,575,521,116,503,98,44,611,
0,567,513,108,504,99,45,612,489,84,30,597,21,588,534,129,487,82,28,595,19,586,532,127,4,571,517,112,508,103,49,616,476,
0,567,513,108,504,99,45,612,489,84,30,597,21,588,534,129,475,488,83,29,596,20,587,533,128,5,572,518,113,509,104,50,617,
0,567,513,108,504,99,45,612,492,87,33,600,24,591,537,132,487,82,28,595,19,586,532,127,7,574,520,115,511,106,52,619,473,
0,567,513,108,504,99,45,612,492,87,33,600,24,591,537,132,472,488,83,29,596,20,587,533,128,8,575,521,116,512,107,53,620,
0,567,540,135,495,90,63,630,489,84,57,624,12,579,552,147,487,82,55,622,10,577,550,145,4,571,544,139,499,94,67,634,458,
0,567,540,135,495,90,63,630,489,84,57,624,12,579,552,147,457,488,83,56,623,11,578,551,146,5,572,545,140,500,95,68,635,
0,567,540,135,495,90,63,630,492,87,60,627,15,582,555,150,487,82,55,622,10,577,550,145,7,574,547,142,502,97,70,637,455,
0,567,540,135,495,90,63,630,492,87,60,627,15,582,555,150,454,488,83,56,623,11,578,551,146,8,575,548,143,503,98,71,638,
0,567,540,135,504,99,72,639,489,84,57,624,21,588,561,156,487,82,55,622,19,586,559,154,4,571,544,139,508,103,76,643,449,
0,567,540,135,504,99,72,639,489,84,57,624,21,588,561,156,448,488,83,56,623,20,587,560,155,5,572,545,140,509,104,77,644,
0,567,540,135,504,99,72,639,492,87,60,627,24,591,564,159,487,82,55,622,19,586,559,154,7,574,547,142,511,106,79,646,446,
0,567,540,135,504,99,72,639,492,87,60,627,24,591,564,159,445,488,83,56,623,20,587,560,155,8,575,548,143,512,107,80,647,
0,405,270,189,252,171,36,441,246,165,30,435,12,417,282,201,244,163,28,433,10,415,280,199,4,409,274,193,256,175,40,445,647,
0,405,270,189,252,171,36,441,246,165,30,435,12,417,282,201,646,245,164,29,434,11,416,281,200,5,410,275,194,257,176,41,446,
0,405,270,189,252,171,36,441,249,168,33,438,15,420,285,204,244,163,28,433,10,415,280,199,7,412,277,196,259,178,43,448,644,
0,405,270,189,252,171,36,441,249,168,33,438,15,420,285,204,643,245,164,29,434,11,416,281,200,8,413,278,197,260,179,44,449,
0,405,270,189,261,180,45,450,246,165,30,435,21,426,291,210,244,163,28,433,19,424,289,208,4,409,274,193,265,184,49,454,638,
0,405,270,189,261,180,45,450,246,165,30,435,21,426,291,210,637,245,164,29,434,20,425,290,209,5,410,275,194,266,185,50,455,
0,405,270,189,261,180,45,450,249,168,33,438,24,429,294,213,244,163,28,433,19,424,289,208,7,412,277,196,268,187,52,457,635,
0,405,270,189,261,180,45,450,249,168,33,438,24,429,294,213,634,245,164,29,434,20,425,290,209,8,413,278,197,269,188,53,458,
0,405,297,216,252,171,63,468,246,165,57,462,12,417,309,228,244,163,55,460,10,415,307,226,4,409,301,220,256,175,67,472,620,
0,405,297,216,252,171,63,468,246,165,57,462,12,417,309,228,619,245,164,56,461,11,416,308,227,5,410,302,221,257,176,68,473,
